Unnamed: 0,Species,Country.of.Origin,Farm.Name,Company,Region,Producer,Grading.Date,Owner.1,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color
1081,Arabica,El Salvador,finca la fany,lusso coffee lab,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff","April 26th, 2014",LUSSO LAB,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,80.42,0.0,Green
1082,Arabica,China,alicia's farm,yunnan new century tech inc.,yunnan,Alicia's Farm,"January 17th, 2014",Adam Ciruli Ye,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,80.42,0.17,Green
1083,Arabica,Taiwan,guoxing farm coffee 國姓農場咖啡        ,blossom valley宸嶧國際,nantou,Huang san lang 黃三郎        ,"December 26th, 2013
","CQI Taiwan ICP CQI台灣合作夥伴
",Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10.0,10.0,10.0,80.42,0.11,Green
1084,Arabica,Mexico,copalita,ecomtrading,pochutla,CARLOS ALBERTO GOMEZ,"September 4th, 2012",ALFREDO BOJALIL,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,80.42,0.1,Green
1085,Arabica,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,80.42,0.12,Green
1086,Arabica,Burundi,,sangana commodities k limited,mumirwa,SOGESTAL MUMIRWA,"January 22nd, 2016",SIMON MAHINDA,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,80.33,0.12,Green
1087,Arabica,"Tanzania, United Republic Of",delfina farm,delfina farm,mkuu rombo,Delfina Leon Shine,"November 16th, 2015",Delfina Leon Shine,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,80.33,0.13,Green
1088,Arabica,"Tanzania, United Republic Of",kongoni estate,kongoni estate,arusha,Kongoni Estate,"December 18th, 2014",Kongoni Estate,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,80.33,0.12,Bluish-Green
1089,Arabica,Taiwan,tokoffee莊園,blossom valley宸嶧國際,taichung xinshe 台中市新社區,Wu yi ting 吳伊婷,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,80.33,0.11,Green
1090,Arabica,Guatemala,la castellana,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,"June 6th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,80.33,0.11,Green
1091,Arabica,Mexico,,estrategias constructivas corzu s.a. de c.v.,chilón,ARMANDO GUTIERREZ GUZMAN,"August 30th, 2012",MIGUEL CORTES MORENO,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,80.33,0.11,Green
1092,Arabica,United States (Hawaii),,cqi,kona,,"February 8th, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,80.33,0.12,Green
1093,Arabica,Ethiopia,,,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,"June 17th, 2010",Ethiopia Commodity Exchange,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,80.33,0.1,
1094,Arabica,Brazil,são rafael_ ra/ras certified,volcafe ltda.,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,"November 3rd, 2017",Volcafe Ltda. - Brasil,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,80.25,0.11,Green
1095,Arabica,Honduras,las moras,cigrah s.a de c.v,comayagua,Yamilet Lope,"April 6th, 2017",Bismarck Castro,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,10.0,10.0,10.0,80.25,0.1,Green
1096,Arabica,Mexico,cortapico,cafe don balbino s.c. de r.l. de c.v.,sierra madre occidental,Balbino Ramirez Flores,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,80.25,0.1,Green
1097,Arabica,Myanmar,waylead farms,"waylead industrial co, ltd.","yauk sauk, shan state","Waylead Co, Ltd","August 27th, 2015",Bob McCauley,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,10.0,10.0,10.0,80.25,0.11,Green
1098,Arabica,Myanmar,thein kone,,ywar ngan,U Htun Htun,"July 17th, 2015",U Htun Htun,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,10.0,10.0,10.0,80.25,0.0,Green
1099,Arabica,Nicaragua,finca el consuelo,zeas escobar y compañía limitada,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,10.0,10.0,10.0,80.25,0.11,Green
1100,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"March 3rd, 2014",Eileen Koyanagi,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,80.25,0.12,Green
1101,Arabica,Colombia,,costco wholesale industries,,,"January 8th, 2014",Honor dela Fuente,Washed / Wet,7.42,8.0,7.83,7.75,8.08,7.58,8.67,8.67,8.67,80.25,0.1,Green
1102,Arabica,Taiwan,weng hui ling 翁惠鈴,blossom valley宸嶧國際,chiayi fanlu嘉義縣番路鄉,Weng hui ling 翁惠鈴,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,80.25,0.11,Green
1103,Arabica,Guatemala,several,the coffee source inc.,oriente,UNEX,"January 9th, 2013",The Coffee Source Inc.,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,80.25,0.11,Green
1104,Arabica,Mexico,mirador,,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,80.25,0.11,None
1105,Arabica,Vietnam,apollo estate,"sunvirtue co., ltd.",dala,"Yeh, Li Chuan","May 9th, 2017","Sunvirtue Co., Ltd.",Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,80.17,0.0,
1106,Arabica,Nicaragua,los mesones,exportadora atlantic s.a,jinotega,Sheldom La rue,"April 24th, 2015","Exportadora Atlantic, S.A.",Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,80.17,0.11,
1107,Arabica,Honduras,cerro bueno,cadexsa,marcala,Jose Omar Acosta,"January 26th, 2015",CADEXSA,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,10.0,10.0,10.0,80.17,0.11,Green
1108,Arabica,Guatemala,el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,"August 7th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,10.0,10.0,10.0,80.17,0.11,Green
1109,Arabica,Mexico,"la orduña, coatepec, veracruz",café katsina,coatepec,PABLO ENRIQUE MARTINEZ GAMA,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,80.17,0.11,Green
1110,Arabica,Mexico,el carrizo,cafeorganico.mx,zaragoza itundujia,CIRILO JOSE JOSE,"September 13th, 2012",ISRAEL EDUARDO PAZ GARCIA,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10.0,10.0,80.17,0.14,Green
1111,Arabica,Mexico,el aguacate,cafes de naranjal s.a. de c.v,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,10.0,10.0,10.0,80.17,0.12,Green
1112,Arabica,Guatemala,agropecuaria quiagral,"unex guatemala, s.a.",oriente,AGROPECUARIA QUIAGRAL,"May 24th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,10.0,10.0,10.0,80.17,0.11,Green
1113,Arabica,United States (Hawaii),,,kona,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,80.17,0.05,
1114,Arabica,Brazil,,carmo coffees,mantiqueira de minas,,"November 29th, 2017",Brayan Cunha Souza,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,10.0,10.0,10.0,80.08,0.11,Green
1115,Arabica,Taiwan,好自在咖啡莊園,宸嶧國際,苗栗泰安,簡義榮,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,10.0,10.0,10.0,80.08,0.07,Green
1116,Arabica,Nicaragua,,costco wholesale industries,,,"February 25th, 2014",Honor dela Fuente,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10.0,10.0,10.0,80.08,0.1,Green
1117,Arabica,Taiwan,sheng he shang pin coffee 聖荷上品咖啡坊,blossom valley宸嶧國際,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,Du zheng ru 杜政儒,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.25,7.25,7.25,7.25,7.08,7.0,10.0,10.0,10.0,80.08,0.11,Green
1118,Arabica,Taiwan,a shu she coffee 阿束社咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zheng zhao ming 鄭昭明,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,10.0,10.0,10.0,80.08,0.11,Green
1119,Arabica,Taiwan,wu kun shan coffee 吳焜山咖啡園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Wu kun shan 吳焜山,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10.0,10.0,10.0,80.08,0.11,Green
1120,Arabica,Mexico,el tabaco,cafeorganico.mx,zaragoza itundujia,ALBERTA TEODORO ANALCO,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10.0,10.0,10.0,80.08,0.15,None
1121,Arabica,Mexico,,,escuitla,FEDERICO PACHECO PEREZ,"August 30th, 2012",FEDERICO PACHECO PEREZ,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,10.0,10.0,10.0,80.08,0.14,Green
1122,Arabica,Nicaragua,santa matilde,"comercial internacional exportadora, s.a.",jinotega,RONALDO LACAYO CARDENAL,"June 13th, 2017","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10.0,10.0,10.0,80.0,0.1,Green
1123,Arabica,Myanmar,doe kwin,ngu shwe li coffee estate,"doe kwin, pyin oo lwin",Ngu Shwe Li Coffee Estate,"July 17th, 2015",Ngu Shwe Li,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,10.0,10.0,10.0,80.0,0.0,Green
1124,Arabica,Mexico,various,globus coffee,"sierra fraylesca, chiapas",various small producers,"May 1st, 2014",Kurt Kappeli,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10.0,80.0,0.0,Green
1125,Arabica,Taiwan,zhang li hong coffee 張立宏咖啡莊園,blossom valley宸嶧國際,changhua baguashan 彰化市八卦山,Zhang xian tong 張献銅,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,10.0,10.0,10.0,80.0,0.11,Green
1126,Arabica,Thailand,doi tung development project,doi tung development project,thailand,Doi Tung Development Project,"May 29th, 2013",Doi Tung Development Project,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10.0,10.0,10.0,80.0,0.0,Green
1127,Arabica,Mexico,"la orduña, coatepec, veracruz",,coatepec,PABLO ENRIQUE MARTINEZ GAMA,"September 10th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10.0,10.0,80.0,0.12,Green
1128,Arabica,Mexico,"santa clara, california y camila",,san miguel del puerto,SEMIRAMIS CASAS VELAZQUEZ,"September 4th, 2012",SEMIRAMIS CASAS VELAZQUEZ,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,10.0,10.0,10.0,80.0,0.11,Green
1129,Arabica,Ethiopia,"phone number | 0911-51-08-01, email | at",,limu,Contact name | ATO Teshome Belamo,"June 17th, 2010",Ethiopia Commodity Exchange,,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,80.0,0.05,
1130,Arabica,Colombia,,federacion nacional de cafeteros,huila,,"April 23rd, 2015",Federacion Nacional de Cafeteros,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10.0,10.0,79.92,0.0,Green
1131,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"May 12th, 2014",Eileen Koyanagi,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,10.0,10.0,10.0,79.92,0.11,Green
1132,Arabica,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10.0,10.0,79.92,0.12,Green
1133,Arabica,Mexico,finca buenos aires,industrializadora de kaffee andes s.a. de c.v.,"motozintla, chiapas",MARTHA PALACIOS,"September 11th, 2012",ALEJANDRO GARCIA PALACIOS,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10.0,10.0,10.0,79.92,0.12,Green
1134,Arabica,Mexico,rancho san francisco iii,,veracruz,DELMAR MORENO GUILLEN,"August 30th, 2012",CHRISTINA DUSING,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,10.0,10.0,10.0,79.92,0.0,
1135,Arabica,Mexico,finca monte grande,,jaltenango,MARIA ELENA TERESA FERNANDEZ CEJA,"July 26th, 2012",MONTEGRANDE,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10.0,10.0,79.92,0.11,Green
1136,Arabica,Mexico,finca la orduña,,coatepec,PABLO ENRIQUE MARTINEZ GAMA,"July 11th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,9.33,10.0,10.0,79.92,0.12,Green
1137,Arabica,Mexico,finca huehuetecpan,cafetalera la asunción s.a. de c.v.,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,"July 11th, 2012",JESUS CARLOS CADENA VALDIVIA,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10.0,9.33,10.0,79.92,0.11,Green
1138,Arabica,United States (Hawaii),,,kona,,"September 22nd, 2011",Kona Pacific Farmers Cooperative,,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10.0,79.92,0.05,
1139,Arabica,Kenya,yara estate / benvar estate,taylor winch (coffee) ltd,kiambu,YARA / BENVAR,"August 25th, 2017",Kennedy Macharia,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,79.83,0.11,
1140,Arabica,Guatemala,piamonte,"unex guatemala, s.a.",san marcos,JORGE LEAL,"August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10.0,10.0,79.83,0.1,Green
1141,Arabica,Nicaragua,asociación aldea global jinotega,asociación aldea global jinotega,jinotega,Asociación Aldea Global Jinotega,"March 30th, 2015",Asociación Aldea Global Jinotega,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10.0,10.0,10.0,79.83,0.11,Green
1142,Arabica,Mexico,la cuchilla,,veracruz,CIRO DE LA VEQUIA CESSA,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,10.0,10.0,10.0,79.83,0.12,Green
1143,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"April 5th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10.0,10.0,79.83,0.12,Blue-Green
1144,Arabica,Guatemala,la esperanza,"unex guatemala, s.a.",oriente,"AGRICOLA EL PILAR, S.A.","June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.75,0.1,Green
1145,Arabica,Taiwan,ka-vulungan coffee estate,"red on tree co., ltd.","taiwu township , pingtung county 屏東縣泰武鄉",Wei-Chieh ( Jack ) Hua,"March 21st, 2015","Lin, Che-Hao Krude 林哲豪",Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,79.75,0.0,
1146,Arabica,Taiwan,baijiada coffee farm佰加達咖啡莊園,"red on tree co., ltd.","baihe dist., tainan city 臺南市白河區",LIN REN FU 林人富,"July 28th, 2014","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,10.0,10.0,10.0,79.75,0.1,Blue-Green
1147,Arabica,Thailand,,doi tung development project,thailand,Doi Tung Development Project,"June 16th, 2014",Doi Tung Development Project,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10.0,10.0,10.0,79.75,0.12,Green
1148,Arabica,Peru,,sustainable harvest,huanuco,,"January 23rd, 2014",Dane Loraas,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,9.33,10.0,10.0,79.75,0.12,Green
1149,Arabica,Costa Rica,several,the coffee source inc.,brunca,Coopeagri,"September 23rd, 2013",The Coffee Source Inc.,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,8.0,8.0,10.0,79.75,0.1,Bluish-Green
1150,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,"March 29th, 2013",FREDY GORDILLO REYES,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,10.0,10.0,10.0,79.75,0.12,Green
1151,Arabica,Mexico,comonyaj noptic s de ss,comon yaj noptic s. de ss,chiapas,COMONYAJ NOPTIC S DE SS,"March 29th, 2013",LEONIDES DE LA CRUZ LOPEZ,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,10.0,9.33,10.0,79.75,0.13,Green
1152,Arabica,Mexico,various,"finca triunfo verde, s.c.",chiapas,VARIOS PRODUCTORES,"March 29th, 2013",CALIXTO GUILLEN VAZQUEZ,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,10.0,10.0,10.0,79.75,0.12,Green
1153,Arabica,Mexico,peña negra,cafeorganico.mx,zaragoza itundujia,MINERVA ZUÑIGA GARCIA,"September 14th, 2012",ISRAEL EDUARDO PAZ GARCIA,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,10.0,10.0,10.0,79.75,0.14,None
1154,Arabica,Mexico,el vergel,ecomtrading,pochutla,ANGEL GONZALES,"September 4th, 2012",ALFREDO BOJALIL,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,10.0,10.0,10.0,79.75,0.1,Green
1155,Arabica,Guatemala,genuine antigua medina,lusso coffee lab,antigua,Jorge Bolanos,"July 23rd, 2012",LUSSO LAB,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,9.33,9.33,9.33,79.75,0.0,Green
1156,Arabica,Mexico,finca monte grande,cafe montegrande,tuxtla gutierrez,ALFREDO MOISES CEJA,"June 6th, 2012",MONTEGRANDE,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,10.0,10.0,10.0,79.75,0.12,
1157,Arabica,Guatemala,la esmeralda,"unex guatemala, s.a.",oriente,JESUS RAMIREZ,"June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,9.33,9.33,9.33,79.67,0.1,Green
1158,Arabica,El Salvador,la montaña,consejo salvadoreño del café,cacahuatique,Sociedad Cooperativa de Cafetaleros de Ciudad Barrios de R.L.,"March 23rd, 2017",Consejo Salvadoreño del Café,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,10.0,10.0,10.0,79.67,0.0,Bluish-Green
1159,Arabica,Thailand,,doi tung development project,thailand,Doi Tung Development Project,"June 16th, 2014",Doi Tung Development Project,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10.0,10.0,10.0,79.67,0.12,Blue-Green
1160,Arabica,Guatemala,la castellana,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,"June 27th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,10.0,10.0,10.0,79.67,0.11,Green
1161,Arabica,Mexico,union ramal santa cruz,union ramal santa cruz spr de ri,"la concordia, chiapas",UNION RAMAL SANTA CRUZ,"March 29th, 2013",FREDY GORDILLO REYES,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,10.0,10.0,10.0,79.67,0.12,Green
1162,Arabica,Mexico,el encinal,,"tenango de doria, hidalgo","GOMEZ GRANILLO, VERONICO","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,10.0,10.0,10.0,79.67,0.13,None
1163,Arabica,Mexico,consolapa,ecomtrading,"coatepec, coatepec",CECILIA AVILA CAMBEROS,"June 4th, 2012",ALFREDO BOJALIL,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,10.0,10.0,10.0,79.67,0.0,
1164,Arabica,Thailand,doi tung development project,,,Doi Tung Development Project,"April 9th, 2010",Doi Tung Development Project,,7.17,7.17,7.0,7.0,7.25,6.92,10.0,10.0,10.0,79.67,0.0,
1165,Arabica,Mexico,tepetzingo,cafetera el grande s.a. de c.v.,tepetzingo,ROGELIO JACOME MORALES,"September 17th, 2012",OBED RENDON PONCE,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,10.0,10.0,10.0,79.58,0.12,None
1166,Arabica,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,10.0,10.0,10.0,79.58,0.13,Green
1167,Arabica,Colombia,,,huila,,"February 9th, 2011",Exportadora de Cafe Condor S.A,,7.25,7.17,7.0,6.75,7.17,7.33,10.0,10.0,10.0,79.58,0.1,
1168,Arabica,Guatemala,la igualdad,,"chuva, san marcos",Federico Weller,"January 13th, 2011",Carl Walker,,7.08,7.0,6.83,7.33,7.25,7.0,10.0,10.0,10.0,79.58,0.17,
1169,Arabica,Nicaragua,las nubes,cooperativa el gorrion r.l,jinotega,Cooperativa de Servicio Múltiples el Gorrión R.L,"July 6th, 2015",COOPERATIVA EL GORRION R.L,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,10.0,10.0,10.0,79.5,0.12,Green
1170,Arabica,Taiwan,su-zhen huang 黃素真,blossom valley宸嶧國際,nantou,張素真,"May 23rd, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,10.0,10.0,10.0,79.5,0.0,
1171,Arabica,Colombia,,exportadora de cafe condor s.a,cundinamarca,,"June 21st, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,10.0,6.67,10.0,79.5,0.0,Green
1172,Arabica,Mexico,,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,"August 1st, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,9.33,10.0,10.0,79.5,0.12,Green
1173,Arabica,Mexico,casa blanca,,"coatepec, coatepec",MARIA DE LA LUZ SANCHEZ TODD,"July 11th, 2012",MARIO JOSE FERNANDEZ,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,9.33,10.0,10.0,79.5,0.12,Bluish-Green
1174,Arabica,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,"May 13th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,79.42,0.1,Green
1175,Arabica,Guatemala,various,outspan guatemala s.a.,oriente,VARIOS,"March 31st, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,10.0,10.0,10.0,79.42,0.1,Green
1176,Arabica,Mexico,cre-leg l-4,cafessisimo compañia s.a. de c.v.,xicotepec de juarez,ADRIANA TORRES RICO QUEVEDO,"September 11th, 2012",ADRIANA TORRES RICO QUEVEDO,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,10.0,10.0,10.0,79.42,0.13,Green
1177,Arabica,Cote d?Ivoire,cnra station of divo,royal 1750 coffee,cnra station of divo,CNRA,"June 6th, 2017",Rre Kunene,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,9.33,10.0,10.0,79.33,0.13,Bluish-Green
1178,Arabica,Colombia,several,the coffee source inc.,pereira,Spot,"January 8th, 2014",The Coffee Source Inc.,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10.0,79.33,0.0,Green
1179,Arabica,Mexico,el encanto,,zentla,ERIC JESUS CORDOBA ARROYO,"September 17th, 2012",ERIC JESUS CORDOBA ARROYO,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,10.0,10.0,10.0,79.33,0.14,None
1180,Arabica,Mexico,la gloria,,zentla,ANTONIO CORDOBA MURILLO,"September 10th, 2012",ERIC JESUS CORDOBA ARROYO,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,9.33,10.0,10.0,79.33,0.14,Green
1181,Arabica,Guatemala,conquista / morito,"unex guatemala, s.a.",oriente,Conquista/ Morito,"January 13th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,10.0,10.0,10.0,79.33,0.11,Green
1182,Arabica,Taiwan,baishencun coffee farm百勝村咖啡莊園,"red on tree co., ltd.",natou county,WU SHU YI 巫叔憶,"November 7th, 2014","Lin, Che-Hao Krude 林哲豪",Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10.0,10.0,10.0,79.25,0.11,Blue-Green
1183,Arabica,Mexico,el aguacate,cafes de naranjal s.a. de c.v,veracruz,MARCO VIRGILIO RAMIREZ TELIZ,"September 10th, 2012",MARCO VIRGILIO RAMIREZ TELIZ,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,10.0,10.0,10.0,79.25,0.13,Green
1184,Arabica,Guatemala,las delicias,"unex guatemala, s.a.",santa rosa,OTTO BECKER,"August 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,79.17,0.1,Green
